"labels(n)","n.valid_until","n.country_codes","n.countries","n.node_id","n.sourceID","n.address","n.name","n.jurisdiction_description","n.service_provider","n.jurisdiction","n.closed_date","n.incorporation_date","n.ibcRUC","n.type","n.status","n.company_type","n.note"
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000146","Panama Papers","CLYDE & CO. 51 EASTCHEAP LONDON EC3M 1JP ENGLAND, UNITED KINGDOM","CLYDE & CO. (LONDON)","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","TUR","Turkey","11000147","Panama Papers","","GUNGOREN, ALI","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000148","Panama Papers","","HELARB MANAGEMENT S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ESP","Spain","11000149","Panama Papers","","URIARTE, INIGO C.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000150","Panama Papers","","ICP SERVICES","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000151","Panama Papers","","VON PLANTA, LIC. FLURIN","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MCO","Monaco","11000152","Panama Papers","","PRIORI, FLORIANO","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000153","Panama Papers","","INTERMANDAT S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000154","Panama Papers","GALAXY ENTERTAINMENT COMPANY LIMITED 11/F., NAN SING BUILDING 727 NATHAN ROAD KOWLOON HONG KONG","GALAXY ENTERTAINMENT COMPANY LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000155","Panama Papers","","ISHAG, DAVID A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","EGY","Egypt","11000156","Panama Papers","MR. SAAD Y. SHEHATA P.O. BOX 80 24 MAHMOUD BASSIONI ST. (ANTIKHANA) ZAMALEX, CAIRO EGYPT","SHEHATA, SAAD Y.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000157","Panama Papers","","JIGALIN, ALEX","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000158","Panama Papers","","LANG, BERNARD","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000159","Panama Papers","","LAVANCHY S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MCO","Monaco","11000160","Panama Papers","","GROSOLI, FRANCESCO","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000161","Panama Papers","","HURI, PETER","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000162","Panama Papers","","PRODIFIM S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000163","Panama Papers","","FORTIS INTERTRUST MANAGEMENT SA","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000164","Panama Papers","","K & M CAPITAL AND FINANCE S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CAN","Canada","11000165","Panama Papers","","LEBECQUE, DANIEL","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000166","Panama Papers","","RIME, GEORGES","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000167","Panama Papers","","JEAN-PIERRE RIVARA","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000168","Panama Papers","","ROTH, DANIEL","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000169","Panama Papers","","OAK INTERNATIONAL FIDUCIARY SA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000170","Panama Papers","","PANTERA, LILIANE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000171","Panama Papers","","MESSILA HOUSE LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000172","Panama Papers","","NAVIGEST TRUST SERVICES AND SHIP MANAGEMENT S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000173","Panama Papers","","SUPERMARITIME  S.A. (SUISSE)","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000174","Panama Papers","","SOCINVEST FINANCE SA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000175","Panama Papers","","FIDUCIAIRE SAFIDEV S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000176","Panama Papers","","FIDUCIAIRE JEAN-MARIE WEYER","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000177","Panama Papers","","ORMYRON, ISAAC","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PRT","Portugal","11000178","Panama Papers","","TPM TAX PLANNING MANAGEMENT COMPANY LDA.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","RUS","Russia","11000179","Panama Papers","LEGAL BUREAU CONSULTANT  APT. 2; 22; OLYMPIYSKY PROSPECT; MOSCOW; 129110 RUSSIA   **S.I.**","LEGAL BUREAU CONSULTANT","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000180","Panama Papers","","SIEBER, LIC. RUDOLF","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000181","Panama Papers","","MICHELSEN, KIRSTEN","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11000182","Panama Papers","WILLOW  TRUST  LTD. TOP FLOOR LES ECHELONS COURT LES ECHELONS ST PETER PORT GUERNSEY GY1 2JF CHANNEL ISLANDS, UNITED KINGDOM","WILLOW TRUST LTD.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ESP","Spain","11000183","Panama Papers","","SANCHA  LACASA, JORGE L.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","IMN","Isle of Man","11000184","Panama Papers","NORTHWEST TRUST LIMITED 26 ATHOL STREET DOUGLAS ISLE OF MAN IM1 12B BRITISH ISLES","NORTHWEST TRUST LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000185","Panama Papers","","(GENEVA CLIENT) SG PRIVATE BANKING (SUISSE) S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000186","Panama Papers","","F.T.M. FINANCE TRADE & MANAGEMENT LTD.","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000187","Panama Papers","","GALAXY MANAGEMENT S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000188","Panama Papers","","G.K.F.C. LTD.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000189","Panama Papers","","GOUZER-WAECHTER, ELKA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000190","Panama Papers","","GROSJEAN DIDISHEIM MANFRINI REICH (EX.BOURQUIN,GROSJEAN DIDISHEIM & MANFRINI)","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11000191","Panama Papers","CLOSE TRUST COMPANY JERSEY LIMITED P.O. BOX 373   KINGSGATE HOUSE 55 ESPLANADE ST HELIER  JERSEY JE2 3QB","CLOSE TRUST COMPANY JERSEY LIMITED","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MLT","Malta","11000192","Panama Papers","","PORTMAN CONSULTANTS INTERNATIONAL LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HUN","Hungary","11000193","Panama Papers","","BALINT, KALLAI AND  KENDE LAW FIRM","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000194","Panama Papers","","ERNST & YOUNG LTD.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000195","Panama Papers","","LOMBARDINI, LIC. CARLO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000196","Panama Papers","","SG PRIVATE BANKING (SUISSE) S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000197","Panama Papers","","CROCE, LIC. FRANCO N.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000198","Panama Papers","","MR. DJIM DOULA","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ISR","Israel","11000199","Panama Papers","","EDELMAN","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000200","Panama Papers","","EST SA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000201","Panama Papers","","EUREKA S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000202","Panama Papers","","FIDUCIAIRE ANTONIO MENDEZ","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000203","Panama Papers","","FIDUCIAIRE VIDOR S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GRC","Greece","11000204","Panama Papers","P.N. KARYDAKIS AND PARTNERS 2; AFENTOULI STREET; 4TH FLOOR 185 36  PIRAEUS GREECE","P.N. KARYDAKIS AND PARTNERS","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000205","Panama Papers","","GOEKTEX S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000206","Panama Papers","","HEYER-SIEGRIST, LIC. ELISABETH","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ARG","Argentina","11000207","Panama Papers","ASECOM LATIN AMERICA BELGRANO 1255 BUENOS AIRES, ARGENTINA","ASECOM LATIN AMERICA","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000208","Panama Papers","REGENCY APARTMENTS LIMITED C/O FIRST SECRETARY LIMITED 4201 CHINA RESOURCES BUILDING 26 HARBOUR ROAD, WANCHAI HONG KONG","REGENCY APARTMENTS LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ZAF","South Africa","11000209","Panama Papers","OFFSHORE SOLUTIONS (PTY) LIMITED P. O. BOX 50545 THE WATERFRONT 8002 CAPETOWN REPUBLIC OF SOUTH AFRICA *S.I.*","OFFSHORE SOLUTIONS (PTY) LIMITED","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000210","Panama Papers","STARSTRUCK LIMITED P.O. BOX 33751; SHEUNG WAN; POST OFFICE; HONG KONG","STARSTRUCK LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","VEN","Venezuela","11000211","Panama Papers","","FARMATODO, C.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000212","Panama Papers","MR. GEORGE DE GEOFROY 5, AVENUE MIREMONT 1206 GENEVA SWITZERLAND","DE GEOFROY, GEORGE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000213","Panama Papers","SINO PACIFIC INTERNATIONAL ENTERPRISES LTD. UNIT A; 17/F WORLD TECH CENTRE 95 HOW MING STREET  KWUN TONG KOWLOON; HONG KONG  **SI**","SINO PACIFIC INTERNATIONAL ENTERPRISES LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000214","Panama Papers","","ILEX FIDUTRUST SA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","VEN","Venezuela","11000215","Panama Papers","SR. CLAUDIO GIARDINELLA AVENIDA ANDRES BELLO CALLE LA COLINA; QUINTA MARTA URBANIZACION LOS CAOBOS CARACAS; VENEZUELA","GIARDINELLA, CLAUDIO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11000216","Panama Papers","MS. ANNE MARIE MITCHISON WINCHESTER HOUSE GRAND DOUIT LANE ST. SAMPSONS,GUERNSEY CHANNEL ISLANDS GY2 4WG","MITCHISON, ANNE MARIE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","FRA","France","11000217","Panama Papers","","(GVA CLIENT) MR. ANTOINE MEKNI","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000218","Panama Papers","","FIDALLIANCE S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000219","Panama Papers","","ALMONT SARL","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000220","Panama Papers","","CANTACUZENE, HELENE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000221","Panama Papers","","BARCLAYTRUST [SUISSE] S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PHL","Philippines","11000222","Panama Papers","TOP WINNER INVESTMENTS LTD. #1 DIAMANTE STREET PANGILINAN COMPOUND PROJECT 6, QUEZON CITY PHILIPPINES *S.I.*","TOP WINNER INVESTMENTS LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","USA","United States","11000223","Panama Papers","MR. ARTHUR ALCANTARA C/O M.A. CARGO SERVICES INC. P.O. BOX 523455 MIAMI, FLORIDA 33152 U. S. A.","ALCANTARA, ARTHUR","","","","","","","","INACTIVE","",""
